Respondent	Fit (RLH)	Level 1	Level 2	Level 3	Level 4	Level 5	Level 6	Level 7	Level 8	Level 9	Level 10	Level 11	Level 12	Level 13	Level 14	Level 15	Level 16	Level 17	Level 18	Level 19	Level 20	Level 21	Level 22	Level 23	NONE	0,47088844																								
4068790	0,397843728	-0,460766508	2,031422493	3,118996647	-2,426606926	-3,984094413	-0,289867536	-3,753621248	-0,006006975	-1,451277502	-0,063429678	0,0023057	-0,346288656	0,090112162	3,373098997	-1,105941258	-0,099265325	1,2318712	-1,840825142	3,969135574	0,076885828	0,33003118	1,582982182	0,021149205	-4,682405217	0,913891625	-0,576526563	2,121891757	3,164296861	-4,464518862	-4,713555847	-0,331736712	-2,065201836	0,050526928	-2,050111237	0,580816028	1,593615893	0,146984267	-0,04721672	3,462749334	-1,710126886	-0,068913294	0,175624849	-0,468235639	4,253065573	-0,909792126	1,809300724	1,681189518	0,689338606	-2,323464615
4068820	0,591914663	4,139857967	0,561677509	-1,50832686	1,21958389	2,360958283	7,378912344	-1,832381245	1,885393262	2,99824365	-1,812330631	-4,352735453	-1,250358412	0,451020832	-0,287649627	0,699678341	-0,808703373	-0,692106775	-2,532714215	-1,269948103	0,265144378	-2,003932722	-0,585337717	-3,023945324	-4,060063795	0,93978919	4,734513695	0,877752398	-1,239795333	1,758774593	2,990332427	7,838796287	-0,37695817	2,577194772	3,413473443	-2,559588897	-2,641403103	-1,354980943	0,676413215	0,118490971	-1,575530343	-0,629022758	-0,484478823	-2,448873108	-2,968018673	-0,353939171	-2,864399669	-2,156886733	-2,518538111	-0,813327966
4068838	0,276896537	1,606822842	-1,266904572	1,507851795	-2,384426136	-3,490520224	1,146533726	-5,163324514	-0,786023778	-0,257174771	-0,030653806	1,104164004	-0,608793873	1,978146326	2,021950705	0,488003154	-0,093558768	0,192601416	-1,086314907	2,810849433	0,237428789	2,09974006	0,615345136	-0,641742037	-5,835556632	0,96232356	1,613604254	-1,051350953	1,830236387	-3,021647573	-4,114465691	1,45387672	-4,145115416	-0,410454517	-0,32432805	0,504407734	2,101551381	0,304706182	2,545974984	2,094412776	-0,119927105	-0,594380202	-0,284063263	-0,829016317	2,777866468	-0,445602322	2,766467785	0,367112978	-0,472068462	-2,547797778
4068907	0,725978735	1,602663781	-0,139228136	-2,306263704	0,880119997	-0,988534961	7,371554864	0,214750605	5,301268077	1,50627358	-2,392669485	-3,318241844	-1,265884625	-0,381106372	0,872612642	0,399697872	-0,951523418	-0,232887527	-3,062839744	-0,785122276	2,160980603	-2,435802164	-0,60898914	-1,440828624	-2,321428972	0,94130504	1,046967041	-0,169737355	-2,95909173	0,472204702	-0,839053756	7,00777737	0,011019443	4,721924061	0,732301343	-1,941117424	-1,012891257	-0,543823971	0,102187871	0,653914796	-0,663653431	-0,609699421	-0,928848611	-2,634795148	-2,191424349	1,643622181	-0,924763474	0,029672413	-0,376513667	-0,626177625
4068934	0,638699708	-4,371198121	-5,843948326	-3,687321562	-5,49215482	-7,910667746	-4,621967961	1,806944247	-5,305534134	-0,298791465	4,733359778	7,817075186	-0,480560056	0,476439819	2,186016843	0,908167397	1,651259993	0,516727282	2,199357009	1,21400464	2,646856655	6,01085271	1,653539074	4,191543561	-8,809812018	0,992137292	-3,667868998	-4,948900347	-3,541366181	-5,151324938	-7,400774394	-3,791656443	1,962237237	-4,420114973	-0,04621228	4,511454382	6,10544762	-1,030415278	0,084890602	2,366369941	1,068335697	1,417895307	0,938760519	2,572954541	2,142217059	3,223457361	5,861153692	2,341792416	3,719100801	-4,317433345
4068936	0,549112858	3,354629194	0,181787263	5,898147337	-3,650982519	-3,446411932	2,833724072	-3,398140265	-0,564497689	1,443839271	-0,5120743	-3,248044066	-0,295074584	-0,369588627	2,626880874	-1,711805297	-0,46051134	0,604241831	-1,030714037	1,653379865	1,089947358	-0,960494112	1,036737232	-1,07497553	-4,878271212	0,918448023	3,673277195	1,056464377	6,146183335	-4,525880082	-4,015839227	2,979139852	-2,864243013	-0,739453533	1,740501092	-0,749359055	0,056295041	0,429548712	0,479453756	2,544846133	-1,65798355	-0,571029148	-0,640186083	-0,455922574	1,291998482	-0,721440953	-0,713239064	0,464988299	-1,258593154	-1,949526837
4068941	0,823053902	5,661909488	2,697621497	-0,919988893	2,407212237	1,193883061	9,968648405	0,67018851	7,222446071	2,613018339	-3,876806489	-7,623817267	-1,591077563	-0,751132097	-0,005574794	-0,362533283	-2,305443573	-0,991607141	-4,257677665	-1,444598262	0,53863863	-4,533613648	-0,805376333	-3,504319229	-1,989278671	0,968325981	5,401256005	2,592271089	-0,562557231	1,252133887	1,21688311	9,647723972	0,670062448	6,781259429	2,221832996	-3,814273623	-4,470758156	-0,876140097	-0,045040884	0,666744099	-1,91902624	-1,521797048	-1,907997965	-3,879306883	-2,882665162	-1,04523648	-3,842346672	-1,165235877	-2,913114654	0,395329935
4069023	0,656879273	7,863218006	-0,143765736	1,993650131	1,564184833	0,325730498	7,840603255	-4,363457801	3,165977358	2,58117979	-2,185095967	-6,371657	-1,488337107	0,060520204	2,153592174	-0,538038041	-2,842476782	-1,399350333	-2,504538495	0,340171452	1,005125296	-3,042216834	0,05997359	-4,07499249	4,46333542	0,865808599	6,967798682	0,695537718	1,685562569	-0,830491709	0,252348866	7,022626297	-1,205421682	2,045682598	1,062371351	-1,868754856	-2,350351292	-1,075898913	-0,457179421	1,712879731	-4,700388142	-1,366924819	-3,192789272	-1,585908507	-0,648007741	-0,133142357	-1,987281693	-0,292835393	-2,985061972	3,235629957
4069089	0,297794698	1,390851437	3,801992061	-1,768740683	-2,30510499	-3,609754324	2,753046609	3,30007382	2,274566084	3,758056275	-0,307318554	-3,100077757	-1,057028201	-0,291236933	-0,238101215	-0,173593481	-0,588052171	0,161748839	-3,053815869	-0,336900604	0,773205538	-1,279588475	0,124874125	-0,229101533	-10,32124867	0,948578918	1,964349964	3,980132944	-0,453535287	-2,582217749	-2,791620602	2,851054753	3,519418636	2,639050397	3,89584618	-1,320386468	-1,807320253	-1,494210674	-0,115273896	0,80767095	0,494701636	-0,255941411	0,664296523	-2,499314864	-0,793022218	-0,607479671	-1,279477029	-0,165164425	-0,747003592	-3,904553844
4069127	0,596633897	4,728383091	-2,882426652	-0,564856578	-3,931537498	-4,067160752	-0,180531186	-3,078219843	-3,221648777	4,104485773	2,124990428	0,459108988	-1,189887451	1,604228791	0,986978302	0,314016471	0,184526871	-0,982416546	1,400781223	0,858639296	1,2164544	2,601330051	0,008154559	-0,49339296	-7,395484759	0,96458787	4,565116256	-2,184561324	-0,191257633	-3,816100903	-4,315498634	-0,269108441	-1,90316625	-2,337908524	4,081376778	1,623771381	2,467421093	-1,15484036	1,676504847	1,333684371	-0,24952917	-0,173046372	-0,892125542	1,658833325	0,826850654	1,244505682	2,316024907	-0,779105543	-0,966167162	-2,561673436
4069129	0,784908956	8,131937875	1,246674837	4,042856089	-0,842889679	-0,822103246	5,352890479	-3,886216337	0,284181176	1,558441613	-1,05110506	-5,586437224	-0,357839885	-0,401888508	1,617719768	-1,215716723	-1,420585996	-0,571649411	-1,728100174	0,916700584	0,194429608	-1,610465442	-0,383339516	-3,467494828	-4,180490298	0,934309714	8,39407925	1,790591082	4,330968908	-2,020110592	-0,964358027	5,727828649	-2,306821743	0,634041016	1,834683983	-1,820794805	-2,266026652	-0,539819752	0,418904535	1,75629049	-2,763078196	-1,000359408	-1,489768821	-1,549710864	-0,507669318	-0,682889197	-2,226781047	-1,247025006	-3,204319871	-0,297854613
4069149	0,541172569	3,128645223	0,021458718	-2,738815533	-0,317925034	-2,504382631	6,91752007	-0,079702348	4,965915584	5,740439298	-1,130554652	-3,741438305	-1,978329906	0,972041607	0,53369495	0,884595362	-2,01146989	-1,352603162	-3,217192142	-0,444080608	1,434830235	-2,468877911	-0,408411106	-2,205357819	-3,069505189	0,958012774	3,144218848	0,230118921	-1,951013609	-0,968339221	-2,021434435	6,765340435	0,7168899	4,978077782	5,596690513	-1,944344024	-2,101251082	-0,984203035	1,390229339	1,197588375	0,5383834	-1,25628389	-1,659543875	-2,878535162	-2,375765852	-0,242502358	-1,992075303	-0,785614319	-1,781823437	-1,61480791
4069154	0,460036445	-1,329867649	1,439021421	-1,074990503	-0,655554509	-2,393085081	3,688829031	-1,28961005	0,383482168	-2,174406997	-0,869185848	-0,208353343	2,065219629	-2,161210394	0,161964261	-0,795309292	0,648356226	1,917264181	-1,817225155	0,838882318	-0,751127819	-0,291689997	2,470114098	2,198483304	-7,403903827	0,928815515	-1,316260045	1,363504735	-0,938875528	-1,617451385	-3,286302076	3,994513202	-1,568672891	0,658105066	-2,70912659	-0,49113057	0,779287209	2,031922107	-1,048239098	1,283600381	-0,492906018	0,039196895	1,228820221	-1,781422468	0,427198665	-0,455417003	1,37810367	2,477227747	3,017080474	-2,972756703
4069196	0,61060629	-1,404604023	1,671860871	4,319763205	-3,525055106	-4,104380655	-1,748840765	-3,939324232	-0,889299267	-3,077150928	-0,191656203	0,209165611	1,251267418	-0,464386155	3,229339173	-1,97182651	1,153733373	2,999192828	-1,726179069	4,664927498	-0,013925657	0,52738058	1,705165409	1,324832604	-6,304039419	0,951571794	-1,035596902	2,066149475	4,499912677	-4,703471599	-4,810054952	-1,130245285	-3,157138094	-0,483927296	-2,672450004	0,65707527	1,128164218	1,761985927	0,067494612	3,343155716	-1,741502991	0,340888406	1,042207214	-0,476438613	4,805261501	-0,981465442	1,621642455	1,577392771	1,498341222	-3,217380287
4069258	0,701220211	8,779596238	5,067277275	0,876117251	3,235523561	1,536852014	6,522170639	-1,810226403	1,426344386	1,009803921	-2,294491538	-7,415701893	-1,053888004	-0,629934153	-0,517138966	-0,686990014	-1,771244537	-0,031735353	-3,546145911	-0,314121387	-0,954760807	-2,748350712	-1,130439418	-3,548516188	-6,36384442	0,957383802	7,932519112	4,178815442	0,646400164	2,58806758	1,187994448	5,907402982	-0,844332616	0,720815177	0,692262837	-2,419714881	-3,283590958	-1,308276475	-0,077929914	-0,039383248	-1,522556814	-0,814768542	0,20577337	-2,487961912	-1,640134757	-0,744281432	-2,128516596	-2,152432377	-2,687231931	-1,908938655
4069281	0,408364103	-2,394525394	-3,002807955	-2,797916407	-3,098824218	-5,66254899	1,123817743	-1,877153435	0,171369864	1,685117168	0,622380426	3,056921604	-0,72999052	0,823050617	2,348031733	0,823559878	-0,153061992	0,639470672	-0,855129128	1,709620238	1,570803965	0,963450305	2,416026838	2,618336988	-4,984402404	0,965026821	-1,771720437	-2,923956777	-2,845522095	-4,328021551	-6,711054026	1,43333253	-1,210536451	0,515362697	2,044899489	1,203138619	3,294726801	0,280735314	1,306714467	2,344771302	2,094762515	-0,231736686	-0,08212136	-0,842207241	0,704783473	0,783106209	2,039504082	2,902071378	3,363303346	-3,364335598
4069322	0,377091577	-0,066280418	-3,699058662	1,022971329	-3,484894344	-3,903398708	-0,646475435	-4,04992669	-4,609705423	-1,479772923	1,412027753	3,486260136	0,817791892	0,551991772	2,619382473	-0,31462106	2,045864349	0,577147563	2,151369182	1,148994451	1,030228583	3,372199139	0,665651827	1,352253215	-7,614062629	0,977950109	0,009010825	-2,493376102	1,064510169	-3,743733347	-4,404277407	-0,21319768	-4,167208037	-3,675452531	-1,831891875	2,101710013	4,347109574	0,306810944	0,783083845	3,044120897	-1,305632923	1,860673822	0,005362068	2,283491803	1,447172879	1,228792232	3,726499862	0,690759111	1,376381026	-2,440719169
4069329	0,696826993	3,908705896	-2,251684753	-1,982459468	-2,937276513	-3,634034604	0,526754543	-4,641442747	-1,366077513	4,93915282	0,955984107	0,451547306	-2,128211718	5,253540283	1,539725116	4,081597975	-0,525088917	-1,45331765	-1,34501789	0,958007795	1,443060129	1,587651288	-1,423467	-1,957648485	-7,003116327	0,948886273	4,137828808	-1,777956196	-1,331256678	-3,427506063	-4,913674478	0,709596789	-2,854008595	-0,538503473	5,229691074	0,529000957	1,190633984	-0,34194914	5,24507009	1,681894415	4,765599401	-0,450082496	-0,279496855	-1,130271353	-0,256279494	0,006243999	1,313976829	-1,491928689	-0,766020729	-5,250602105
4069348	0,495793563	-2,251474438	-4,998391035	-1,177255018	-3,436605886	-5,885859239	-1,573457831	-3,628531351	-1,399766624	1,166338042	2,380923832	3,919062835	-1,142640918	0,465379672	4,162536064	0,714093899	-0,507069595	0,237487071	-0,351094807	3,84987008	3,293977141	1,754961904	3,178963551	1,22855265	2,43795457	0,902752582	-1,124779499	-4,883206962	-1,256152447	-4,954936932	-5,06997244	-1,350718286	-1,366173251	-1,595743962	0,353449926	2,960019792	4,320748991	-0,988194763	-0,447493345	3,805062712	-3,115814256	-0,11218446	-1,970237838	1,355621417	3,543465566	2,986757988	2,518712713	3,036261068	1,467205861	1,888302405
4069385	0,324048138	-0,623666438	-0,013236185	0,881864862	0,438282361	-2,301420921	-2,168110439	-4,577441808	-4,9708872	-4,045782836	0,625244802	3,675435332	0,80644646	-0,133744364	0,438428737	-0,765684465	2,067895899	2,463548699	-1,045553446	3,376717303	-0,965661438	3,25611728	1,396428223	2,184779581	-9,375019653	0,97320773	-0,271384165	0,376116592	1,237668605	0,940582598	-2,231577799	-1,603576215	-3,740151796	-4,403089364	-4,222215311	1,079085145	3,038450715	0,061487466	0,024931828	0,685180494	-1,545583205	1,785365443	1,974050557	0,007672642	3,78278078	0,036283422	3,763616863	0,517798396	2,409276538	-3,702770229
4069506	0,767086024	5,558251623	0,197131597	7,052007195	-4,93000312	-4,576651596	0,245149073	-5,366451668	-2,381419261	2,799105618	0,514366405	-2,861509967	-0,721613247	0,907488085	2,827626428	-1,249992172	-0,748056681	-0,176038115	-0,155103754	2,358012054	1,245982387	0,647852739	0,531869114	-1,718002736	-5,957674011	0,932744183	5,583891098	1,217014579	7,180273991	-6,451904707	-5,394954454	0,405390964	-2,742298215	-2,134383695	3,119471138	0,456529667	0,479585377	-0,341101438	0,943455108	3,098359482	-1,380570123	-0,817045862	-0,931341613	-0,133973472	2,531136755	-0,678394088	0,209179149	0,160547757	-1,990209425	-2,388657973
4069515	0,58011823	0,537765537	3,135994305	-2,611593433	0,036768097	-1,912131741	5,363623489	7,348316364	5,817422696	1,257591082	-1,882920403	-4,657780978	-1,136366733	-1,822095951	-0,319166027	-1,290920507	-1,26499386	0,630622634	-4,009937884	-1,220076602	1,27374638	-2,719351426	-0,002504137	-0,552010903	-6,167710018	0,979347602	0,849152979	3,208500103	-2,527109391	-0,85935002	-1,124982928	5,313185099	7,08821175	5,783641349	1,205656143	-2,414514671	-3,166283065	-1,597422457	-1,990475997	0,386678369	-1,251852414	-0,675441602	-0,018292129	-3,349684652	-1,548366108	0,038919511	-2,057112407	0,616674802	-0,257169094	-1,652563168
4069590	0,275020478	0,331384585	1,028800519	-1,040696298	1,185913767	-0,179240252	-0,750627546	-4,751630025	-2,793796224	-3,056186933	-0,014392362	1,306593816	-0,633222111	1,320824986	2,047250229	0,762698136	1,311166019	1,506849735	-2,03268472	2,600799597	-0,895970387	2,65079088	0,360012204	-0,264637613	-6,773838504	0,891854797	0,354985842	1,451536074	-0,56309428	1,387383106	-0,118048448	-0,539052944	-2,582627883	-2,299728238	-3,301278478	0,507472114	1,384790918	-0,712043694	0,375901617	2,015674925	-1,398871705	0,71574412	1,118670155	-0,876811594	2,734930716	0,228276803	3,24692472	-0,442157382	0,385674213	-3,074250678
4069620	0,415323213	5,687995092	1,548693108	-1,564785094	1,783012069	3,053839261	6,020180398	3,635934535	1,168870229	0,179571461	-1,394322804	-5,722231392	-0,841671038	-1,764362636	-0,943414663	-1,784875407	-0,665116964	0,158476761	-2,572040827	-1,974012481	0,276560214	-1,497919794	-0,652506176	-2,135873851	-6,845651731	0,956574963	6,08147974	2,092628698	-0,881808305	1,517976555	3,400591047	6,523326011	4,073486651	1,888642949	0,934306896	-2,606790319	-3,712850652	-2,207186163	-1,517616538	-0,184024697	-3,150919943	-0,158003489	-0,262051866	-2,554038442	-2,255726355	0,299398146	-2,851428233	-1,625374308	-2,483266255	-0,360751126
4069643	0,720977018	4,646731017	0,724721757	-0,363442881	4,700097604	7,411634092	2,748418608	-5,126056018	-0,467343137	-2,167456671	-2,212543216	-3,654761389	-0,269472479	0,679118602	-0,033045837	-0,600124645	0,452969575	1,318442015	-2,230865198	-0,13956425	-1,052399112	-0,36336738	-0,955379519	-3,046311537	-3,895796423	0,892785439	5,296130523	1,179927804	-0,661769412	5,477962646	8,063715326	3,443956536	-2,07878693	0,151385394	-1,145823263	-2,290810352	-1,90361153	-2,173689172	0,340819117	-0,688148043	-3,825908474	0,715613802	1,389665111	-1,322049566	-1,480740164	-0,213924848	-1,523347046	-3,37827707	-3,178853052	-0,193437337
4069671	0,800932383	-4,766637485	-5,185274571	-2,67959993	-5,483848041	-7,424499515	-4,722720308	-4,843057537	-5,87780195	-0,295832688	3,593192156	8,736701726	-0,653795693	2,240891782	3,28790865	2,967166841	2,366957601	2,190722132	0,888650964	3,647857001	1,503845328	5,423292124	1,560954887	3,524926527	-8,235913282	0,992020354	-3,764150179	-5,138041515	-2,486525963	-5,517174856	-7,679837129	-4,645375252	-4,020133893	-5,308462807	0,309070127	4,71313692	7,523867647	0,047231084	2,63144829	3,582784511	3,884488051	2,003649944	2,877660049	1,47262421	3,274578302	2,039816902	5,668554475	1,312155061	3,487956592	-6,269320571
4069695	0,497953399	-3,037026592	0,690455212	1,81125636	-3,634380592	-4,122209	-1,364293016	0,547527078	-4,949769734	-4,256253217	1,278783151	3,34615785	1,471339461	-2,730356977	0,025739308	-2,359091368	1,97827728	3,671248349	-0,083590784	2,13130509	-0,306844134	3,620573451	3,814785533	2,456367289	-10,50233314	0,971360238	-2,871698238	1,235815611	2,095087019	-4,08299252	-4,864289319	-1,074151267	0,892497052	-3,683454714	-4,673780384	1,486955685	3,064762185	0,093738616	-2,479194299	1,159586126	-1,999099942	1,144239835	3,611297155	0,211315844	3,585956103	0,743889345	3,951731432	4,017321038	2,352888896	-3,918421259
4069736	0,810220575	0,561115432	0,832744427	-3,577322671	0,372454039	-1,906123253	6,202993429	8,080152388	3,725488859	0,6302252	-1,44366593	-3,609570191	-0,703746418	-2,571053338	-0,366928972	-0,972929784	-0,850199363	0,485746349	-3,104552058	-1,878078004	1,747415578	-1,868092458	0,280453096	-0,066526358	-6,544978056	0,982118211	1,463472972	1,057901775	-3,054628277	-0,257486875	-1,473408712	6,379264019	7,925818184	4,022544674	1,096166391	-2,071207174	-2,960097426	-1,641881384	-2,488304116	0,253240413	-1,516567056	-0,660084001	-0,479903967	-2,777850027	-1,757171822	0,989650001	-1,814867752	0,747389649	0,2439469	-1,22593639
4069742	0,433139066	-1,916767092	-3,747235924	-4,460458201	1,49318783	-0,588982065	-1,587229219	-3,735517617	-3,267543881	-0,390005388	1,023441274	5,336316139	-1,212864292	2,173275617	0,391602616	2,742199661	1,109552384	1,148283858	-1,04312661	1,214969356	1,69622723	3,638479174	-0,035568581	0,01776373	-5,731848886	0,966268604	-2,111928197	-3,63714932	-3,806080953	2,105337503	-0,260549626	-1,636290445	-2,892597181	-2,780101129	0,066477195	1,522287937	5,050904164	-1,107301176	2,066197523	0,109707505	2,253002037	1,80614128	2,304995723	-0,282134587	0,088643349	2,721887643	3,749277032	-1,407841748	0,4602287	-4,38311323
4069753	0,55435462	3,925574699	-0,487291024	1,326785759	-1,369960328	-2,110895662	5,771610475	-1,201298806	0,192435455	1,875935346	-0,938036395	-3,606234489	-0,457403172	-0,598056538	1,442357827	-0,505009588	-0,992197132	-0,276937528	-1,36598604	-0,020623013	2,030788844	-1,742200873	0,401311746	-1,294669564	-4,152184879	0,921590956	4,113486861	-0,248382306	0,991432851	-2,05654422	-2,256205524	5,995143031	-1,315631732	-0,161782748	1,695232865	-0,792086296	-0,365290676	-0,332915173	-0,286021482	1,345426512	-1,198715343	-0,556429781	-0,387824038	-1,313524781	-0,867809157	1,784880281	-1,059467288	-0,082922048	-0,988333592	-1,655716216
4069831	0,481321959	2,646492662	2,150566212	-1,802634305	4,740912637	6,237872954	6,958776033	-0,847763463	3,921135791	-1,462083726	-3,562955408	-5,561973233	-0,623844656	-0,855315291	-0,842416618	-1,058202336	-0,017679728	1,058543663	-3,428214391	-1,37719934	-0,385239119	-3,261265085	-0,088360728	-2,539152527	-2,682589473	0,949418267	2,687539996	1,723049985	-2,368555489	4,87340198	6,221504418	6,877685081	0,024357864	4,196988045	-0,720892332	-3,260978383	-2,710295675	-1,584343323	-0,57332616	-0,773009367	-2,770188175	0,349238286	0,44657892	-2,84743576	-2,8692227	-0,149059721	-2,734658643	-2,156758968	-2,165703744	0,284083866
4069958	0,663924433	1,130651602	0,956878477	-3,460607596	5,331312831	0,71755519	7,725610056	3,289257261	4,062108941	-0,294465425	-2,709079113	-3,576858305	-1,156333378	-1,550798227	-0,461366336	-0,403401786	-1,26347605	0,568426322	-3,762071553	-1,572069278	0,3309855	-2,464087311	-0,054002896	-1,384168926	-3,918844534	0,984338075	1,155848404	1,215786627	-3,723213002	5,39830107	1,319786574	7,742879752	3,297512806	4,006759505	0,069666256	-2,504262027	-2,966251387	-1,402507853	-1,225321624	-0,823279078	-0,910853356	-0,593111622	0,230424081	-3,393184773	-2,482977998	0,142792405	-1,615645331	-0,991620342	-0,404892818	-1,54263627
4069969	0,345409459	-1,514247067	1,545745088	-2,987451443	3,932708471	-0,652322752	3,267994452	-0,809826371	2,651071028	-2,367193975	-1,652762817	-0,750288003	-0,347253142	-1,059061518	0,356905257	0,067524747	-0,361310403	2,181885854	-2,984267538	0,793524515	-0,449217612	-1,096647501	0,486482617	1,748008113	-4,919178754	0,953923763	-1,423357793	1,626273838	-2,861130637	4,142075924	-0,44107848	3,448689103	-0,950361665	2,847876468	-2,259221564	-1,35854763	-0,36459909	-0,151074073	-0,259964695	0,085288383	0,015341873	-0,09568833	1,55902028	-2,498737831	-0,288014798	-0,590526352	0,783461782	-0,17083693	2,337612307	-3,132500089
4069977	0,635519523	1,758478743	-2,826501202	2,056992481	-3,939974008	-4,335397125	-3,152793319	-6,342142683	-5,692789103	-1,080918568	2,79470063	4,536334402	-1,031601062	1,710643367	3,460965794	0,111955138	0,405973034	1,109772081	0,476279013	4,113078811	0,729084715	4,532745275	0,46557754	0,139536047	-6,721481618	0,978717324	1,962395859	-2,304983051	2,364237077	-4,801327383	-5,071811622	-2,447991375	-4,668155904	-5,324983362	-1,153615843	2,848190379	5,021969828	-0,404732285	1,391860619	3,680661823	-1,271096188	0,357450449	0,896932956	1,747341621	4,203940837	0,780964751	4,333461421	0,59792663	0,335760843	-3,074398079
4070013	0,502315761	0,994201768	5,806628764	4,034107131	-1,374504017	-2,092969135	2,647541367	-0,963881703	3,813530171	-1,492309289	-2,264790396	-4,087151166	0,138883848	-1,775281511	1,068280499	-2,300995264	-0,051765128	2,509241737	-3,493925678	1,045731561	-0,402323495	-2,230631125	0,400857358	0,071523701	-6,86974879	0,918789034	1,208292679	5,476053746	3,619280178	-2,612756662	-2,076908154	2,398937564	-0,719159738	3,648460636	-0,754851535	-1,938171708	-1,492945073	0,394286939	-0,08852414	1,575315542	-0,91398541	-0,050435089	0,903972284	-2,330005781	0,430060457	-1,946681484	-1,310135705	0,133470809	-0,745258188	-2,808312165
4070122	0,760851517	8,831188188	2,129122129	1,298659769	-0,127021258	-0,229074637	5,787145658	-1,256107383	6,745318574	4,206470183	-2,804089226	-7,855010292	-1,976802941	0,42781378	1,566989739	-0,729198207	-2,409379091	-1,516792531	-3,904289591	0,081991717	1,068772605	-3,391574208	-1,533447254	-4,410685721	-1,84320604	0,941420558	8,318611467	1,928136549	0,664205117	-1,686726526	-0,413456875	5,355501658	0,288809782	6,467597877	4,126968366	-2,985978769	-3,72902145	-1,213815945	1,205595908	1,4193025	-1,588814796	-1,667869824	-3,020688025	-3,020439663	-1,997393696	-0,868036368	-3,037744021	-1,485156904	-3,56119075	0,501604389
4070124	0,373217201	5,193712253	2,398145762	3,945865663	1,574614459	1,73189668	1,336144441	-5,201800354	-2,205133264	-2,427080411	-0,990217132	-3,153939437	-0,161681743	-0,304783634	0,736805856	-1,43276919	0,273398857	1,387402882	-1,612331324	2,049985716	-0,834416772	-0,056480428	-0,364295773	-1,883043109	-6,897898351	0,921095452	5,452790956	2,710651853	4,159437203	1,863932115	2,277762847	1,387659929	-3,453645569	-2,181871337	-1,645117357	-0,954884033	-0,826948962	-0,831675088	0,023192176	0,544093976	-3,267753989	0,569441019	0,871831969	-0,596271292	1,123214979	-0,884223345	-0,422044835	-1,89649764	-2,247576209	-1,775499365
4070147	0,262574966	0,580039741	1,685381884	1,817786914	-2,445211943	-2,703294933	0,899545845	0,314786329	-2,784624516	-3,180552791	0,350017428	-0,805802102	2,142036389	-2,160983979	0,66215899	-2,063704115	1,425166318	3,227813293	-1,12766787	0,551904128	-0,233719935	0,452453416	1,838124156	1,558347352	-9,831661465	0,915045642	0,861084502	1,865792031	1,874561515	-3,751930966	-3,725587365	1,194628158	0,183612748	-2,007666067	-1,922874057	0,297651578	0,531397868	1,556182358	-1,105585684	1,804335157	-0,377177121	0,876586637	3,108912281	-1,093467972	0,659847314	-0,237864616	0,315141848	1,64753953	1,681266146	-4,236385823
4070179	0,64978573	-3,041055946	-5,09812851	-3,260859892	-5,710156636	-7,570758806	-3,90574683	-3,695819997	-4,602731361	1,317009753	3,504952805	7,695254691	0,717340343	2,082708775	2,418716264	3,344745315	1,558126216	0,171792821	0,653484892	2,567394834	1,924594379	5,326649492	0,989082877	2,61340452	-8,06118216	0,984358329	-2,685005929	-4,841916999	-2,573005449	-5,607325615	-8,449498873	-2,972310444	-4,008804128	-3,34057433	1,698689835	3,521900923	6,302727482	1,526004341	3,190161648	3,090378513	4,388932677	0,721625382	0,375015573	0,522632149	2,389812872	1,551142531	5,67938475	1,593485666	3,432395953	-5,505848527
4070245	0,492735125	1,179280594	4,442012223	-2,177057591	-1,834803937	-3,92934029	2,557292905	5,369137576	0,437144415	2,280948994	0,163606385	-2,563249208	-0,752810882	-0,997578496	-0,850070768	-0,718137411	-0,158730639	0,602224485	-2,965834983	-0,618581395	0,473731032	-0,786514077	0,666043678	0,181287391	-10,83473189	0,942963569	2,072825607	4,742884884	-0,4583632	-2,124956729	-2,63884795	3,119307134	5,632065696	1,580195235	2,687896726	-1,253814038	-2,44325395	-1,59837875	-1,167696813	0,246355032	-0,244194028	-0,202768168	0,941615191	-2,643734305	-0,805259551	-0,164778407	-1,228752098	0,069143509	-0,256144611	-3,861346417
4070260	0,319496102	4,217108342	-0,8279932	0,128336332	2,259304421	4,765576162	5,491462115	-4,044870387	2,182018655	-0,218748555	-2,552570889	-4,538174365	-0,931033908	-0,563830443	1,118858156	-0,82458745	-0,70817054	0,190945488	-1,952851371	0,30170222	0,89448812	-1,724377391	0,7694381	-3,432029615	4,891633618	0,780798275	3,892338925	-0,150876112	-0,111027671	1,123047166	4,3965328	5,148174643	-1,169604105	1,593168271	-1,319793245	-1,718016564	-1,247626887	-1,499931013	-1,008568605	1,059239108	-6,140694282	0,149064211	-1,778101614	-0,933377459	-0,964524011	0,745984889	-1,493538854	-0,401524237	-2,461965086	4,291619732
4070344	0,347321666	5,455958015	0,455263852	-1,162271723	-1,391173224	-3,486192077	4,234756073	4,077259843	3,052636918	4,360385039	-0,464814738	-4,261963531	-1,538321418	-0,634920893	0,561443117	-0,186390443	-1,685702468	-1,194137169	-3,024860966	-0,938391542	1,741180372	-1,328765861	-0,288730825	-2,352246352	-6,136359068	0,960720281	5,518399597	0,43161692	-0,972825733	-2,116294218	-1,938811823	4,245545329	4,059159076	3,238531475	4,567104886	-1,469970552	-2,552335221	-1,892685197	0,141870182	1,080252293	-0,791276351	-1,166314969	-1,586918951	-2,212167809	-1,301044516	0,300376219	-1,752559096	-0,614872202	-2,063727058	-1,15105228
